date,renewable_share,fossil,nuclear,hydro,wind,solar,total_generation,price_actual,total_load_actual,temp_c,wind_speed
2016-07-12,0.25058143749471423,366066,121462,82079,56519,16940,662152,48.445,29275.833333333332,26.08588445807774,2.6916666666666664
2016-07-13,0.43305458486339776,238252,168183,75638,171507,59080,731723,46.38583333333333,31008.583333333332,23.23979166666669,2.7916666666666665
2016-07-14,0.4643730333477911,211113,168321,75309,191462,59020,723946,45.17125,30398.791666666668,22.650654907975486,2.5416666666666665
2016-07-15,0.44089017732874686,210734,168622,80527,154111,60609,693345,46.315,29989,23.23599207566467,2.291666666666667
2016-07-16,0.39038988717431444,197283,168479,64633,103426,61999,614665,45.2975,27110.791666666668,24.49816641104298,1.9583333333333333
2016-07-17,0.36688468741146146,189545,167863,55867,86430,60291,578844,46.681666666666665,25089.375,26.067086912065463,2
2016-07-18,0.37079917607863194,278144,167965,75422,123297,59865,723370,49.446666666666665,30674.083333333336,26.65942714723931,2.3916666666666666
2016-07-19,0.33927030312746315,318028,167545,79478,126904,38037,748530,48.42583333333334,31794.25,21.04389161554194,1.4333333333333333
2016-07-20,0.3339678367812888,325438,167288,97224,117796,26898,753345,48.90708333333333,32395.375,21.600413599182023,1.5166666666666666
2016-07-21,0.3061049034534557,335077,167068,93422,71359,51325,736277,51.03958333333333,32314.958333333336,25.989221881390627,2.2666666666666666
2016-07-22,0.39056380885197534,259374,167267,65831,144502,59248,714462,47.64125,31439.875,25.712039877300644,2.8833333333333333
2016-07-23,0.4495285341244072,176694,167673,56610,160328,60762,641828,44.96958333333333,27573.416666666668,24.586894171779164,2.658333333333333
2016-07-24,0.4464321034128539,170469,167639,68140,139192,61147,626924,43.66291666666667,25299,25.834695807770984,2.408333333333333
2016-07-25,0.376301384107196,261756,167332,68830,122579,61399,702041,47.79125,29491.166666666664,27.518310327198385,2.4166666666666665
2016-07-26,0.38249925665774653,287479,166856,74613,141664,59445,749991,48.075833333333335,32187.208333333336,27.971467280163626,2.5083333333333333
2016-07-27,0.38081240939171135,290055,166797,74960,144204,56056,751173,48.67458333333333,32293.708333333336,27.91552147239266,2.6166666666666667
2016-07-28,0.34619366135717483,308278,166958,90663,97678,56457,738991,49.45875,32240.125,27.718133946830292,2.25
2016-07-29,0.3265225970452049,322244,166527,88700,89709,51274,738393,51.01541666666667,32038.25,28.43083588957057,2.408333333333333
2016-07-30,0.3660923559583535,242452,166465,66221,113722,50061,659167,46.98708333333333,28695.083333333332,28.16574897750513,2.9083333333333337
2016-07-31,0.4206024337247525,178276,166502,63527,131976,50219,610258,42.375416666666666,26135.458333333332,26.99179447852763,2.433333333333333
2016-08-01,0.5972120860325341,133939,145741,142211,261072,9817,709778,49.08166666666666,30042.166666666668,26.728819018404938,2.4250000000000003
2016-08-02,0.645419320482907,140505,105259,125682,309537,12459,713595,48.19583333333333,30349.208333333336,27.4518174846626,2.2916666666666665
2016-08-03,0.5593272901067795,167477,170715,202267,186670,38430,783577,50.54625,31846.708333333332,27.77060710633949,2.191666666666667
2016-08-04,0.6178546170751553,124044,170242,215770,211733,52965,789006,49.0775,29360.583333333332,27.962552402863004,1.7833333333333334
2016-08-05,0.6495615667023844,92709,122038,167745,220538,10259,626207,46.78333333333333,23204.375,25.870901073619653,2.1416666666666666
2016-08-06,0.37055055396482034,264143,149404,113316,64077,60022,668454,45.170833333333334,29893.083333333332,25.77146855828223,1.7750000000000001
2016-08-07,0.2951766439053336,303763,167438,99949,39678,50357,680833,40.52583333333333,31423.625,26.452423312883464,1.75
2016-08-08,0.4629799718214407,186151,166495,93545,148098,59000,672852,47.95125,29364.958333333336,27.071354805725996,1.575
2016-08-09,0.2831701336133703,338109,166509,59959,86146,45552,716096,45.98,31840.291666666668,25.56909279141106,2.216666666666667
2016-08-10,0.26842382478163546,267179,157528,40465,72542,35779,592358,43.110416666666666,25284.625,22.327472648261796,2.3583333333333334
2016-08-11,0.4201534900527344,313590,120978,47664,231729,31567,763828,46.082499999999996,29836.458333333332,22.75736963190186,2.125
2016-08-12,0.33091747080534084,274035,121414,56452,116385,16697,604477,48.12875,26214.958333333332,24.332057770961164,1.8666666666666667
2016-08-13,0.39424256237797484,175887,167169,71776,88471,57723,581335,47.33125,26146.375,25.235605828220883,1.65
2016-08-14,0.4053135176232624,157275,165345,58117,103363,53713,557672,46.23791666666666,24118.958333333332,25.710383435582845,1.425
2016-08-15,0.3896664717847103,172737,167133,75284,102965,33700,571286,48.00666666666667,24765.625,25.961428936605344,1.6833333333333333
2016-08-16,0.31075585780370074,262708,166871,83991,63683,39133,636416,51.5775,28461.333333333336,26.057170245398797,1.7416666666666667
2016-08-17,0.3054821384189182,282488,166679,70158,70109,50387,659852,49.9025,29023.291666666664,26.242405419222926,1.7916666666666665
2016-08-18,0.31109187911440156,283736,166783,73580,65798,56677,666713,49.96541666666667,29522.25,25.906418711656464,1.4083333333333332
2016-08-19,0.33269192852833174,274568,166624,74555,80879,57605,674561,48.791666666666664,29717.791666666668,26.343958333333358,1.575
2016-08-20,0.3994917445842248,186583,166746,61562,111767,56188,602453,46.42583333333334,27444.041666666668,26.372677658486733,2.075
2016-08-21,0.4308938755929855,165363,167466,66709,125197,55738,600352,44.5375,24950.541666666668,25.096408486707592,2.6083333333333334
2016-08-22,0.3332837027268473,263203,167125,75033,77365,55899,658196,47.805416666666666,29937.958333333336,26.28822085889573,2.05
2016-08-23,0.33024441165664564,283961,167208,69340,93222,53529,685892,48.07833333333333,30710.333333333336,27.042313394683053,2.175
2016-08-24,0.3779028385556154,255955,167183,68302,129905,53586,692641,48.169583333333335,30642.291666666664,26.796347137014337,2.1166666666666667
2016-08-25,0.3779477925723344,256538,167345,70855,131709,48419,693273,47.73875,30395.458333333336,26.305321319018425,2.2583333333333333
2016-08-26,0.3455014088814137,274608,167280,76969,109868,39159,686715,47.63875,30374.583333333332,26.317822085889595,2.075
2016-08-27,0.3129660077237793,256519,167047,64868,78578,41576,627672,47.39833333333333,27609.791666666668,26.831917177914132,2.6083333333333334
2016-08-28,0.3215696678724551,224482,166718,55101,79703,43201,587997,47.28375,26049.041666666668,27.15759458077712,2.375
2016-08-29,0.38082671895145437,276105,166969,77415,139988,49251,729849,48.395833333333336,31087.583333333336,26.50985429447855,2.125
2016-08-30,0.3338781331159651,306885,166976,76492,103537,50739,725037,49.73916666666667,31345.458333333336,24.519059304703497,2.808333333333333
2016-08-31,0.3106599013083132,318641,166784,72368,92464,46747,717183,50.01416666666667,31423.75,24.89092280163601,2.158333333333333
2016-09-01,0.6255171517384042,117748,145839,142574,286350,12552,723192,49.562083333333334,27212.041666666668,26.16924417657211,1.9
2016-09-02,0.6555055687498164,134590,116499,137644,332361,8548,748642,52.24541666666667,30971.125,26.444309815950945,2.25
2016-09-03,0.6155887103467208,123524,170566,172236,283376,15435,783195,48.983333333333334,32322.791666666664,27.334662576687137,2.4916666666666667
2016-09-04,0.5889563703926738,102399,170150,200140,138084,55891,680845,48.534166666666664,26130.125,28.268686094069555,2.25
2016-09-05,0.5985257413045244,135130,122086,197859,168848,15961,652667,54.28625,27773.25,28.901324130879374,1.675
2016-09-06,0.3434672951914849,277355,152552,119638,46774,52649,666110,55.622083333333336,30245.875,28.613075153374254,2
2016-09-07,0.36257249068286734,228150,167276,95363,66758,57119,634047,55.67458333333333,28727.083333333332,27.66619120654399,2.875
2016-09-08,0.498794549190357,171255,166884,71368,208111,54093,690613,51.93833333333333,29668.625,25.314041411042968,2.1750000000000003
2016-09-09,0.26448518951179173,333092,166845,63521,59206,49241,691672,53.122083333333336,31388.833333333332,25.025452453987757,2.2666666666666666
2016-09-10,0.37664926291992706,201290,160710,50331,125961,37837,594508,48.76208333333334,23323.333333333332,24.897129345603297,2.1
2016-09-11,0.4308328388492238,316687,120875,71307,246056,10308,783645,47.07333333333333,29956.625,25.24581799591005,2.2666666666666666
2016-09-12,0.3610798684595103,286949,121385,66614,140102,18631,653487,50.42166666666667,28207.041666666668,25.445051124744396,2.4166666666666665
2016-09-13,0.38528466288808055,260459,167022,64879,173739,24313,709260,49.900416666666665,30692.458333333332,23.028739775051143,3.441666666666667
2016-09-14,0.39145432737037067,249039,167792,69584,156778,36142,698646,49.705,28885.5,18.449647239263825,3.5083333333333333
2016-09-15,0.39065293691591874,237876,168136,60807,163811,30521,680663,50.88375,28335.541666666668,17.72785787321066,2.8833333333333333
2016-09-16,0.3903099562638401,220921,168444,57006,138127,48702,652092,48.69,28267.333333333332,19.608522494887538,2.591666666666667
2016-09-17,0.4433826244884124,152518,168751,54099,152234,45554,593007,46.78125,25462.75,19.08678169734154,2.558333333333333
2016-09-18,0.4283318748002159,149505,168754,55556,129479,49798,572493,43.224583333333335,23486.125,19.091045996293477,2.1666666666666665
2016-09-19,0.3307792527118812,241769,168507,50759,101575,44382,626318,49.36833333333333,27824.916666666668,19.313898261758716,1.5666666666666667
2016-09-20,0.3115484203514081,279723,168355,64175,92191,40063,663502,50.53,28798.208333333332,20.279193251533773,1.5
2016-09-21,0.26348871970817617,298471,168293,73416,36281,49850,645595,52.22291666666666,28757.416666666668,20.433365541922313,1.5
2016-09-22,0.25231456831265153,300649,168101,69745,41147,39656,638564,53.089166666666664,29016.458333333332,19.792124488752574,1.3833333333333333
2016-09-23,0.25392995014300673,301131,167524,73093,37100,41772,639830,52.91625,28775.125,20.84532592024542,1.2
2016-09-24,0.33729692089493907,211410,167972,49737,92373,44679,585917,47.776666666666664,25434.875,20.23382719836403,1.4583333333333333
2016-09-25,0.30676587461305976,202135,167960,57832,67501,31864,546596,45.2175,23451.708333333332,20.41281850715749,1.0083333333333333
2016-09-26,0.25259843658335784,277959,167912,65958,47457,29771,608539,53.27166666666667,28178.875,20.172430981595117,1.25
2016-09-27,0.3103639989340097,273638,167810,47686,100986,43582,652914,50.625416666666666,29027.166666666668,21.140802658486727,1.6583333333333334
2016-09-28,0.3463665443241717,272676,167794,56110,130939,40630,687142,49.974583333333335,29118.043478260868,20.856343302658505,2.283333333333333
2016-09-29,0.3165246667686904,274156,168067,55869,100228,42068,659977,50.17333333333333,28692.791666666668,19.933702709611474,1.9583333333333335
2016-09-30,0.2938776447533605,284599,167683,53380,85048,43102,653180,51.59166666666667,28562.666666666668,19.776118353783254,1.3916666666666666
2016-10-01,0.6595995658865564,96019,145964,156125,309012,7572,731606,51.92541666666666,25914.583333333336,20.181559560327223,1.7083333333333333
2016-10-02,0.6516860553884396,131299,121791,141333,326200,6532,746654,52.26541666666667,30919.333333333332,19.79102249488755,1.5583333333333333
2016-10-03,0.62521307381273294,124765,170666,179256,278383,35960,807232,56.45666666666666,31995.5,19.67568583844583,1.3666666666666667
2016-10-04,0.6219332151155348,101153,170144,208166,217993,24119,734238,60.54625,24332.25,20.325573108384475,1.3
2016-10-05,0.5730063771684004,147611,122124,207609,140179,11759,643389,58.302083333333336,28377.625,19.355794222903913,1.35
2016-10-06,0.4298878660023708,204724,164441,108365,115739,50243,660549,60.51916666666666,29719.458333333332,17.882630623721894,1.3416666666666666
2016-10-07,0.35914289690650775,206743,167053,73809,73934,56004,596381,62.72208333333333,26718.083333333332,17.092082566462203,1.3083333333333333
2016-10-08,0.5629112922604335,135877,167146,73395,272150,44952,711629,56.21375,28474.958333333332,17.18790465235176,1.45
2016-10-09,0.24648423935314942,281726,167169,45234,44029,49516,607621,50.5125,27966.083333333332,16.607680981595113,2.0583333333333336
2016-10-10,0.2903178298525555,325948,166646,84052,71967,39137,706164,61.65833333333333,27603.625,15.364500000000024,1.4666666666666668
2016-10-11,0.3233509527231696,374484,120925,70428,130653,29357,744445,63.28625,29999.916666666668,15.65368916155423,1.9333333333333333
2016-10-12,0.31672561969059493,279112,111634,69123,88229,17710,584929,58.30583333333333,26744.708333333332,14.516121676891652,2.591666666666667
2016-10-13,0.21689007667767393,383053,168501,70826,60810,13137,714680,64.13166666666666,27550,15.038128578732149,1.8583333333333334
2016-10-14,0.31491919697920046,319954,159722,56229,131471,26455,712659,62.12625,27340.25,14.708353655419241,2.2666666666666666
2016-10-15,0.38064118964127736,205649,160275,55634,124095,39686,604283,53.43833333333333,24618.208333333332,14.510565567484697,2.125
2016-10-16,0.3367777361787096,199046,164724,64351,91023,23563,560910,53.42541666666667,22952.166666666668,15.454074130879377,1.5833333333333333
2016-10-17,0.21145897928120652,354618,168763,94523,20957,17156,674074,67.10375,27965.958333333332,16.73176457055217,1.0833333333333335
2016-10-18,0.22266448105805872,378325,168790,85037,51478,13421,713760,64.48375,28569.125,16.10865081799594,1.4
2016-10-19,0.20990229368282606,400053,168725,69374,61806,12825,730659,66.13291666666666,28433.125,16.191099182004123,1.4666666666666666
2016-10-20,0.23704381081291578,391183,168785,63282,89147,14583,744702,66.03,28318.875,15.47806010352763,1.3416666666666668
2016-10-21,0.2209474534280513,391959,168793,72974,64608,13830,730590,65.64333333333333,28147.208333333332,14.46311336912068,1.4916666666666667
2016-10-22,0.27242357831879466,280256,168319,66904,86020,8043,628323,59.26083333333334,25515.833333333332,14.854165899795518,2.1
2016-10-23,0.45717932354818125,197756,167875,79496,214511,11170,689480,48.545833333333334,23686.041666666668,15.838369376278152,2.591666666666667
2016-10-24,0.28337300041830743,320460,167810,86683,90088,9262,693270,62.02333333333333,28137.291666666664,15.456941206543988,2.075
2016-10-25,0.24318628371897896,359678,167728,85739,66340,10240,707947,65.52083333333333,28687.25,16.29577530674849,1.7666666666666666
2016-10-26,0.21438025493458027,383425,167470,79329,42422,20770,711712,66.75583333333333,28551.333333333332,17.531228016359943,1.3166666666666667
2016-10-27,0.2703139933659414,343583,167279,75479,85159,21272,711480,63.36,28473.25,17.338523261758716,1.6583333333333334
2016-10-28,0.2559183902214566,335684,160166,72134,64450,26253,678056,63.87041666666667,28248.541666666668,16.768342535787365,1.425
2016-10-29,0.260142719554704,278185,144679,52224,55976,33133,583522,60.169583333333335,24964.75,15.13125357873215,1.275
2016-10-30,0.25466109674878873,275659,150794,62221,40695,35209,584090,59.3592,22664.28,13.579083435582845,1.064
2016-10-31,0.2556561204359892,273559,144730,45450,58228,32027,573317,61.59458333333333,25106.583333333332,12.894292177914139,1
2016-11-01,0.6617179174960689,114360,145731,174738,328146,8932,789223,57.49166666666667,30182.333333333336,13.69136860940699,1.5833333333333333
2016-11-02,0.6332669923071261,135716,121835,158957,273310,10516,720017,68.18,30926.458333333332,15.40688139059306,1.225
2016-11-03,0.5779282044134478,136947,170688,183394,188988,47856,746174,69.66458333333334,31316.25,14.822586912065457,1.275
2016-11-04,0.588017405007595,127466,170282,203019,201798,22944,738638,67.64875,29094.875,14.912464212678941,1.5083333333333333
